Patent no;Patent title;Chemical type 2
US2005158396;ANTIOXIDATIVE PREPARATIONS;Paraffin Wax
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Acacia
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Albumin
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Colouring Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Thickener
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Preserving Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Binder
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Catalyst
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Biozide
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Gums and Flours
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Gelatin
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Biodegradable Polymers
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Additives General
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Starch
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Crosslink Or Curing Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Casein
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Polymers
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Cellulose
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Carbohydrates
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Acacia
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Polyols
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Oil-soluble vitamin
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Animal Waxes
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;BHA
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Emulsifier
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Proteins
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Stabilizer
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Diluting Agent
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Insecticide
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Gums and Flours
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Fungicide
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Buffer
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Polyethylenes
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Fatty Oils
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Herbicide
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Biozide
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Flavonoids
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Paraffin Wax
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Vegetable Waxes
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Erythorbic Acid
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Additives General
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Gelatin
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Carbohydrates
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Nonionic Emulsifier
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;BHT
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Preserving Agent
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Colouring Agent
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Maltodextrin
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Lipids
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Waxes
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Zein
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Soy
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Potassium
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polyacrylamides
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Gelatin
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Plasticizer
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Sorbitol
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Galactomannan
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Thermoplastics
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polymers
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Sucrose
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Oil-soluble vitamin
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;cassia
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Tara
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Detergent
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Carrageenan
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polyethyleneglycol
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Gums and Flours
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Complexing Agent
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polyvinylchloride
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Fatty Oils
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polyethylenes
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Polyacrylates
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Ascorbic acid
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Syrups
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Hemicellulose
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Galactose
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Colouring Agent
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Gellan
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Locust
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Sodium phosphate
US5342626;COMPOSITION AND PROCESS FOR GELATIN-FREE SOFT CAPSULES;Fructose
US2006051425;METHOD OF MICROENCAPSULATION;Flavonoids
US2006051425;METHOD OF MICROENCAPSULATION;Polyvinylchloride
US2006051425;METHOD OF MICROENCAPSULATION;Polyacrylamides
US2006051425;METHOD OF MICROENCAPSULATION;Cosmetic Additive
US2006051425;METHOD OF MICROENCAPSULATION;Polyamides
US2006051425;METHOD OF MICROENCAPSULATION;Polyacrylates
US2006051425;METHOD OF MICROENCAPSULATION;Colouring Agent
US2006051425;METHOD OF MICROENCAPSULATION;Polymers
US2006051425;METHOD OF MICROENCAPSULATION;Flavans
US2006051425;METHOD OF MICROENCAPSULATION;Oil-soluble vitamin
US2006051425;METHOD OF MICROENCAPSULATION;Conditioner
US2006051425;METHOD OF MICROENCAPSULATION;Plant Oil
US2006051425;METHOD OF MICROENCAPSULATION;Biodegradable Polymers
US2006051425;METHOD OF MICROENCAPSULATION;Thermoplastics
US2006051425;METHOD OF MICROENCAPSULATION;Polybutadiene
US2006051425;METHOD OF MICROENCAPSULATION;Stabilizer
US2006051425;METHOD OF MICROENCAPSULATION;Polyethylenes
US2006051425;METHOD OF MICROENCAPSULATION;Fatty Oils
US2006051425;METHOD OF MICROENCAPSULATION;Polystyrene
US2006051425;METHOD OF MICROENCAPSULATION;Flavanones
US2006051425;METHOD OF MICROENCAPSULATION;Ascorbic acid
US2006051425;METHOD OF MICROENCAPSULATION;Proanthocyanidins
US2006051425;METHOD OF MICROENCAPSULATION;Collagen
US2006051425;METHOD OF MICROENCAPSULATION;Polyurethanes
US2006051425;METHOD OF MICROENCAPSULATION;Rutin
US2006051425;METHOD OF MICROENCAPSULATION;Polylactic Acid
US2006051425;METHOD OF MICROENCAPSULATION;Antioxidant
US2006051425;METHOD OF MICROENCAPSULATION;BHT
US2006051425;METHOD OF MICROENCAPSULATION;Plasticizer
US2006051425;METHOD OF MICROENCAPSULATION;Potassium
US2006051425;METHOD OF MICROENCAPSULATION;BHA
US2006051425;METHOD OF MICROENCAPSULATION;Flavones
US2006051425;METHOD OF MICROENCAPSULATION;Flavan-3-ol
US2006051425;METHOD OF MICROENCAPSULATION;Polyanhydrides
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyethyleneglycol
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Buffer
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyvinylchloride
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Propofol
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Proteins
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Colouring Agent
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Thermoplastics
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyacrylates
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Food Additive
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polymers
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Antioxidant
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyacrylamides
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Preserving Agent
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Microbiocides
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyols
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Flameproofing Agent
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Diluting Agent
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Cyclic oligosaccharides
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Polyethylenes
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Lactose
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Thickener
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Colouring Agent
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Polyols
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Antioxidant
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Glycerol
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Rutin
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;ModifiedStarch
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Proteins
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Lipids
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Sugar Alcohols
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Lactose
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Tocopherol
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Fatty Oils
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Softener
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Polypropyleneglycol
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Gelatin
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Polysaccharides
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Polymers
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Trehalose
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Gums and Flours
US2012039967;LOW RUB-OFF COMPOSITIONS;Oil-soluble vitamin
US2012039967;LOW RUB-OFF COMPOSITIONS;Polymers
US2012039967;LOW RUB-OFF COMPOSITIONS;Docosahexaenoic Acid
US2012039967;LOW RUB-OFF COMPOSITIONS;Fatty Oils
US2012039967;LOW RUB-OFF COMPOSITIONS;Emulsifier
US2012039967;LOW RUB-OFF COMPOSITIONS;Tanning Agents
US2012039967;LOW RUB-OFF COMPOSITIONS;Humectant
US2012039967;LOW RUB-OFF COMPOSITIONS;Erythrulose
US2012039967;LOW RUB-OFF COMPOSITIONS;Dihydroxyacetone
US2012039967;LOW RUB-OFF COMPOSITIONS;Glycerol
US2012039967;LOW RUB-OFF COMPOSITIONS;Colouring Agent
US2012039967;LOW RUB-OFF COMPOSITIONS;Rubber
US2012039967;LOW RUB-OFF COMPOSITIONS;Polysiloxanes
US2012039967;LOW RUB-OFF COMPOSITIONS;Preserving Agent
US2012039967;LOW RUB-OFF COMPOSITIONS;Carrier
US3510435;METHOD OF PRODUCING OPAQUE ENCAPSULATED MATERIALS;Crosslink Or Curing Agent
US3510435;METHOD OF PRODUCING OPAQUE ENCAPSULATED MATERIALS;Biodegradable Polymers
US3510435;METHOD OF PRODUCING OPAQUE ENCAPSULATED MATERIALS;Polymers
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Repellent
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Glycerol
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Glucose
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Polyols
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Polyethyleneglycol
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Polymers
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Gelatin
US2002179075;CHEMICAL AGENT DELIVERY DEVICE AND METHOD OF USING SAME;Biozide
US5916591;SOFT GELATIN CAPSULES;Starch
US5916591;SOFT GELATIN CAPSULES;Glycerol
US5916591;SOFT GELATIN CAPSULES;ModifiedStarch
US5916591;SOFT GELATIN CAPSULES;Casein
US5916591;SOFT GELATIN CAPSULES;Acacia
US5916591;SOFT GELATIN CAPSULES;Reinforcing Agent
US5916591;SOFT GELATIN CAPSULES;Gelatin
US5916591;SOFT GELATIN CAPSULES;Pectin
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Acacia
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Albumin
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Colouring Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Thickener
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Preserving Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Binder
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Catalyst
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Biozide
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Gums and Flours
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Gelatin
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Biodegradable Polymers
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Additives General
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Starch
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Crosslink Or Curing Agent
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Casein
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Polymers
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Cellulose
US2009095164;METHOD OF ENHANCING BEVERAGES BY MEANS OF A UNIQUE MICROENCAPSULATED DELIVERY SYSTEM;Carbohydrates
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Colouring Agent
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Citric Acid
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Crosslink Or Curing Agent
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Carbon Reinforcer
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Fatty Oils
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Acacia
US4001480;ENCAPSULATION PROCESS UTILIZING MICROORGANISMS AND PRODUCTS PRODUCED THEREBY;Activator
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Starch
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Polyethyleneglycol
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Stabilizer
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Polymers
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Acacia
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Suspending Agent
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Xanthan
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Odorant
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Fatty Oils
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Paraffin Wax
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;ModifiedStarch
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Chicle
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Cellulose
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Oil-soluble vitamin
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Animal Waxes
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Gums and Flours
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Gelatin
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Emulsifier
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Rubber
US3920849;CHEWING GUM CONTAINING FLAVOR COMPOSITION;Waxes
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Emulsifier
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Citric Acid
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Mannitol
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Cellulose
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Tartaric acid
